"passenger_count","trip_distance","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount"
1,9.36,1,30,0,0.5,7.27,5.54,0.3,43.61
2,17,1,52,0,0.5,5,5.54,0.3,63.34
2,10.9,1,30.5,0,0.5,3.5,5.54,0.3,40.34
1,20.2,1,52,0,0.5,14.55,5.54,0.3,72.89
1,8.43,1,24,0,0.5,5,5.54,0.3,35.34
1,17.33,1,52,0,0.5,11.67,5.54,0.3,70.01
1,8.09,1,24,0,0.5,7.58,5.54,0.3,37.92
2,10.25,1,31,0,0.5,5.5,5.54,0.3,42.84
1,17.8,1,52,0,0.5,11.65,5.54,0.3,69.99
1,17.5,1,52,0,0.5,11.65,5.54,0.3,69.99
1,10.45,1,33.5,0,0.5,5.98,5.54,0.3,45.82
1,7,1,24.5,0,0.5,7.71,5.54,0.3,38.55
3,18,1,52,0,0.5,14.55,5.54,0.3,72.89
2,17.7,1,52,0,0.5,11.65,5.54,0.3,69.99
1,10.66,1,30,0,0.5,9.08,5.54,0.3,45.42
2,9.8,1,52,0,0.5,11.65,5.54,0.3,69.99
1,18.8,1,52,0,0.5,6,5.54,0.3,64.34
1,17.63,1,52,0,0.5,10,5.54,0.3,68.34
1,17.94,1,52,0,0.5,17.5,5.54,0.3,75.84
1,9.3,1,27,1,0.5,8.55,5.54,0.3,42.89
1,8.7,1,26.5,0,0.5,6.55,5.54,0.3,39.39
2,9.3,1,29.5,0,0.5,7.17,5.54,0.3,43.01
2,9.39,1,26.5,0,0.5,6.57,5.54,0.3,39.41
2,16.7,1,52,0,0.5,11.67,5.54,0.3,70.01
1,12.2,1,37,1,0.5,3.66,5.54,0.3,48
1,10.7,1,30.5,1,0.5,7.55,5.54,0.3,45.39
1,18.35,1,52,0,0.5,14.58,5.54,0.3,72.92
2,10.5,1,30,0,0.5,7.25,5.54,0.3,43.59
1,10.7,1,30.5,0,0.5,7.36,5.54,0.3,44.2
1,10.09,1,31.5,0,0.5,7.57,5.54,0.3,45.41
1,9,1,25,0,0.5,4,5.54,0.3,35.34
3,9.5,1,27.5,1,0.5,8.05,11.08,0.3,48.43
1,10.7,1,32.5,0,0.5,7.75,5.54,0.3,46.59
1,8.5,1,25.5,0,0.5,7.95,5.54,0.3,39.79
1,16.6,1,52,0,0.5,11.66,5.54,0.3,70
1,15.9,1,52,0,0.5,3.33,5.54,0.3,61.67
1,8.9,1,28.5,0,0.5,6.95,5.54,0.3,41.79
1,19.53,1,52,0,0.5,10,5.54,0.3,68.34
2,9.11,1,27,0,0.5,6.67,5.54,0.3,40.01
1,10,1,29.5,0,0.5,7.15,5.54,0.3,42.99
1,17.46,1,52,0,0.5,8,5.54,0.3,66.34
1,9.59,1,29,0,0.5,7.07,5.54,0.3,42.41
1,12.68,1,37.5,0,0.5,8.77,5.54,0.3,52.61
2,3.12,1,52,0,0.5,14.58,5.54,0.3,72.92
1,7,1,22,0,0.5,2,5.54,0.3,30.34
2,7.98,1,25.5,0,0.5,2,5.54,0.3,33.84
1,9.15,1,26,0,0.5,6.47,5.54,0.3,38.81
1,18.04,1,52,0,0.5,11.67,5.54,0.3,70.01
3,13.58,1,42.5,0,0.5,9.77,5.54,0.3,58.61
2,13,1,42,0,0.5,9.65,5.54,0.3,57.99
2,8.13,1,24.5,0,0.5,6.17,5.54,0.3,37.01
1,16.26,1,52,0,0.5,11.67,5.54,0.3,70.01
1,11.95,1,34.5,0,0.5,8.17,5.54,0.3,49.01
1,6.5,1,19.5,0,0.5,5.15,5.54,0.3,30.99
1,9.27,1,28,0,0.5,6.87,5.54,0.3,41.21
1,16.52,1,48,0,0.5,10.87,5.54,0.3,65.21
1,8.9,1,26.5,1,0.5,5,5.54,0.3,38.84
1,13.17,1,39,0,0.5,6,5.54,0.3,51.34
1,9.23,1,28,0,0.5,8.58,5.54,0.3,42.92
1,9.7,1,30,0,0.5,7.27,5.54,0.3,43.61
1,11.25,1,34,0,0.5,8.07,5.54,0.3,48.41
2,19.05,1,52,0,0.5,11.67,5.54,0.3,70.01
2,17.4,1,52,0,0.5,10,5.54,0.3,68.34
1,10.46,1,31.5,0,0.5,9.46,5.54,0.3,47.3
1,11.79,1,32.5,0,0.5,7.77,5.54,0.3,46.61
2,8.6,1,27.5,0,0.5,6.75,5.54,0.3,40.59
1,18.3,1,52,0,0.5,14.55,5.54,0.3,72.89
1,11.23,1,33.5,0,0.5,4,5.54,0.3,43.84
1,14.99,1,43.5,0,0.5,9.97,5.54,0.3,59.81
2,25.1,1,74.5,1,0.5,16.35,5.54,0.3,98.19
1,12.7,1,36,1,0.5,8.65,5.54,0.3,51.99
1,11.6,1,37,0,0.5,8.65,5.54,0.3,51.99
2,18.92,1,52,0,0.5,11.67,5.54,0.3,70.01
1,10.91,1,31.5,0,0.5,7.57,5.54,0.3,45.41
2,9,1,25.5,0,0.5,6.35,5.54,0.3,38.19
1,15,1,41.5,0,0.5,11.95,5.54,0.3,59.79
1,17.81,1,52,0,0.5,11.67,5.54,0.3,70.01
2,10.81,1,34,0,0.5,8.07,5.54,0.3,48.41
2,17.3,1,52,0,0.5,10,5.54,0.3,68.34
1,12.01,1,36.5,0,0.5,8.57,5.54,0.3,51.41
1,9.27,1,28.5,0,0.5,6.97,5.54,0.3,41.81
1,12.19,1,37,0,0.5,8.67,5.54,0.3,52.01
3,9.65,1,29.5,0,0.5,7.17,5.54,0.3,43.01
2,9.3,1,28.5,1,0.5,4,5.54,0.3,39.84
2,8.64,1,27.5,0,0.5,6.77,5.54,0.3,40.61
1,20.02,1,52,0,0.5,6,5.54,0.3,64.34
1,9.52,1,30,0,0.5,10.9,5.54,0.3,47.24
1,5.99,1,18.5,0,0.5,4,5.54,0.3,28.84
1,8.2,1,27,1,0.5,10.3,5.54,0.3,44.64
1,17.7,1,52,0,0.5,11.65,5.54,0.3,69.99
1,17.02,1,52,0,0.5,11.67,5.54,0.3,70.01
2,17.1,1,52,0,0.5,14.55,5.54,0.3,72.89
1,8.1,1,24,0,0.5,6.05,5.54,0.3,36.39
2,18.5,1,52,0,0.5,11.11,5.54,0.3,69.45
1,15.71,1,52,0,0.5,11.67,5.54,0.3,70.01
1,6,1,18,0,0.5,4.87,5.54,0.3,29.21
1,8.17,1,26,0,0.5,5,5.54,0.3,37.34
1,10.85,1,31,0,0.5,2,5.54,0.3,39.34
1,15.49,1,52,0,0.5,27,5.54,0.3,85.34
1,13.6,1,38.5,0,0.5,8.95,5.54,0.3,53.79
2,16.83,1,52,0,0.5,11.67,5.54,0.3,70.01
1,13.3,1,40.5,0,0.5,2,5.54,0.3,48.84
1,18.64,1,52,0,0.5,11.67,5.54,0.3,70.01
1,11.2,1,33,0,0.5,7.85,5.54,0.3,47.19
1,18.8,1,52,0,0.5,6,5.54,0.3,64.34
1,8.9,1,26.5,0,0.5,6.55,5.54,0.3,39.39
1,18.34,1,52,0,0.5,14.58,5.54,0.3,72.92
1,17.62,1,52,0,0.5,11.67,5.54,0.3,70.01
1,20.2,1,52,0,0.5,11.65,5.54,0.3,69.99
3,8.6,1,27,0,0.5,6.65,5.54,0.3,39.99
1,9.22,1,29,0,0.5,7.07,5.54,0.3,42.41
1,18.2,1,52,0,0.5,11.65,5.54,0.3,69.99
1,18.2,1,52,0,0.5,11.65,5.54,0.3,69.99
1,7.7,1,23.5,1,0.5,6.15,5.54,0.3,36.99
1,2.54,1,52,0,0.5,17.5,5.54,0.3,75.84
1,8.8,1,26.5,0,0.5,6.55,5.54,0.3,39.39
1,10.41,1,31,0,0.5,7.47,5.54,0.3,44.81
1,9.25,1,29,0,0.5,7.07,5.54,0.3,42.41
1,18.53,1,52,0,0.5,10,5.54,0.3,68.34
1,18.85,1,52,0,0.5,11.67,5.54,0.3,70.01
1,5.87,1,19.5,0,0.5,7,5.54,0.3,32.84
1,8.63,1,25.5,0,0.5,7.96,5.54,0.3,39.8
1,16.3,1,52,0,0.5,11.67,5.54,0.3,70.01
2,20.42,1,52,0,0.5,5,5.54,0.3,63.34
1,16.8,1,52,0,0.5,11.66,5.54,0.3,70
1,9,1,27,0,0.5,5,5.54,0.3,38.34
2,7.68,1,23.5,0,0.5,5.97,5.54,0.3,35.81
1,17.57,1,52,0,0.5,0.01,5.54,0.3,58.35
1,20.3,1,52,0,0.5,7,5.54,0.3,65.34
1,9.24,1,29.5,0,0.5,6.5,5.54,0.3,42.34
2,17.3,1,52,0,0.5,11.65,5.54,0.3,69.99
1,9.6,1,31,1,0.5,7.65,5.54,0.3,45.99
2,20.81,1,52,0,0.5,11.67,5.54,0.3,70.01
1,17.8,1,52,0,0.5,22.22,5.54,0.3,80.56
1,11,1,32,1,0.5,6,5.54,0.3,45.34
1,21.04,1,52,0,0.5,14.58,5.54,0.3,72.92
1,8.98,1,26.5,0,0.5,6.57,5.54,0.3,39.41
1,16.5,1,52,0,0.5,11.65,5.54,0.3,69.99
1,11.5,1,49.5,1,0.5,5.63,5,0.3,61.93
2,21.29,1,52,0,0.5,14.58,5.54,0.3,72.92
1,16.1,1,52,0,0.5,14.55,5.54,0.3,72.89
1,7.7,1,25,0,0.5,6.25,5.54,0.3,37.59
2,8.6,1,25.5,0,0.5,3.16,5.54,0.3,35
1,13.3,1,39.5,1,0.5,9.35,5.54,0.3,56.19
1,17.3,1,52,0,0.5,11.65,5.54,0.3,69.99
1,13.68,1,39,0,0.5,10,5.54,0.3,55.34
1,11.62,1,34.5,0,0.5,8.17,5.54,0.3,49.01
1,17.5,1,52,0,0.5,6,5.54,0.3,64.34
1,16.84,1,52,0,0.5,5.8,5.54,0.3,64.14
2,1.9,1,52,0,0.5,5.8,5.54,0.3,64.14
1,10.89,1,52,0,0.5,11.67,5.54,0.3,70.01
2,8.46,1,26.5,0,0.5,6.57,5.54,0.3,39.41
1,17.96,1,52,0,0.5,11.67,5.54,0.3,70.01
1,10.1,1,32.5,0,0.5,7.75,5.54,0.3,46.59
2,18.08,1,52,0,0.5,11.67,5.54,0.3,70.01
1,9.67,1,32,0,0.5,9.58,5.54,0.3,47.92
1,19.08,1,52,0,0.5,11.67,5.54,0.3,70.01
1,8.06,1,25,0,0.5,5,5.54,0.3,36.34
2,9.7,1,32,0,0.5,7.67,5.54,0.3,46.01
2,9.4,1,28.5,0,0.5,6.95,5.54,0.3,41.79
1,10.3,1,31,0,0.5,9.3,5.54,0.3,46.64
2,11.56,1,33,0,0.5,6.4,5.54,0.3,45.74
2,17,1,52,0,0.5,11.65,5.54,0.3,69.99
1,11.96,1,34.5,0,0.5,8.17,5.54,0.3,49.01
2,7.86,1,24,0,0.5,7.58,5.54,0.3,37.92
1,8.7,1,27,0,0.5,6.65,5.54,0.3,39.99
1,11.1,1,36.5,0,0.5,8.57,5.54,0.3,51.41
1,16.02,1,52,0,0.5,6.66,5.54,0.3,65
1,7,1,25,0,0.5,6.25,5.54,0.3,37.59
2,11.5,1,31.5,1,0.5,7.75,5.54,0.3,46.59
1,16.65,1,52,0,0.5,11.67,5.54,0.3,70.01
2,23,1,52,0,0.5,6.66,5.54,0.3,65
1,18.6,1,52,0,0.5,8,5.54,0.3,66.34
1,9.78,1,27.5,0,0.5,10.15,5.54,0.3,43.99
1,12.6,1,37,0,0.5,10.8,5.54,0.3,54.14
1,11.57,1,34,0,0.5,8.07,5.54,0.3,48.41
2,9.4,1,30.5,0,0.5,7.37,5.54,0.3,44.21
1,21,1,52,0,0.5,7,5.54,0.3,65.34
1,16.8,1,45,0,0.5,12.8,5.54,0.3,64.14
1,12.5,1,39,1,0.5,9.25,5.54,0.3,55.59
1,8.92,1,25.5,0,0.5,5,5.54,0.3,36.84
1,2.57,1,13,0,0.5,3.87,5.54,0.3,23.21
2,8.53,1,27,0,0.5,6,5.54,0.3,39.34
1,16.53,1,52,0,0.5,2,5.54,0.3,60.34
2,11.1,1,32,1,0.5,7.85,5.54,0.3,47.19
1,9.5,1,27,0,0.5,6.65,5.54,0.3,39.99
2,10.7,1,34,0,0.5,10.09,5.54,0.3,50.43
1,12.16,1,35.5,0,0.5,10.46,5.54,0.3,52.3
2,19.39,1,52,0,0.5,11.67,5.54,0.3,70.01
1,17.8,1,52,0,0.5,14.55,5.54,0.3,72.89
1,20.63,1,52,0,0.5,11.67,5.54,0.3,70.01
1,8.37,1,25,0,0.5,6.25,5.54,0.3,37.59
3,7.36,1,23.5,0,0.5,5.97,5.54,0.3,35.81
2,5.2,1,18,0,0.5,6.08,5.54,0.3,30.42
1,9,1,28,0,0.5,8,5.54,0.3,42.34
2,17.4,1,52,0,0.5,11.65,5.54,0.3,69.99
1,8.08,1,23,0,0.5,3.5,5.54,0.3,32.84
2,18.02,1,52,0,0.5,11.67,5.54,0.3,70.01
1,16.73,1,52,0,0.5,11.67,5.54,0.3,70.01
1,17.62,1,52,0,0.5,2,5.54,0.3,60.34
1,20.16,1,52,0,0.5,11.67,5.54,0.3,70.01
1,4.46,1,17,0,0.5,4.67,5.54,0.3,28.01
1,3.99,1,15,1,0.5,4.47,5.54,0.3,26.81
1,23.03,1,52,0,0.5,6,5.54,0.3,64.34
1,17.2,1,52,0,0.5,8,5.54,0.3,66.34
1,9.84,1,28,0,0.5,6.87,5.54,0.3,41.21
1,17.47,1,52,0,0.5,4,5.54,0.3,62.34
1,19.4,1,52,0,0.5,11.65,5.54,0.3,69.99
3,16.3,1,52,0,0.5,5.55,5.54,0.3,63.89
1,19.8,1,52,0,0.5,11.65,5.54,0.3,69.99
1,6.38,1,19,0,0.5,4.47,2.54,0.3,26.81
1,3.33,1,52,0,0.5,11.8,5.54,0.3,70.14
1,17.05,1,52,0,0.5,6,5.54,0.3,64.34
1,11.59,1,32.5,0,0.5,7.77,5.54,0.3,46.61
1,17.96,1,52,0,0.5,11.67,5.54,0.3,70.01
1,9.02,1,26.5,0,0.5,8.21,5.54,0.3,41.05
1,8.4,1,24.5,1,0.5,6.35,5.54,0.3,38.19
1,10.72,1,33.5,0,0.5,9.96,5.54,0.3,49.8
1,20.96,1,52,0,0.5,11.67,5.54,0.3,70.01
2,14.6,1,52,0,0.5,11.65,5.54,0.3,69.99
2,17.2,1,52,0,0.5,5,5.54,0.3,63.34
1,16.39,1,52,0,0.5,7,5.54,0.3,65.34
1,17.1,1,52,0,0.5,5,5.54,0.3,63.34
2,19,1,52,0,0.5,14.58,5.54,0.3,72.92
2,16.8,1,52,0,0.5,11.65,5.54,0.3,69.99
2,18.97,1,52,0,0.5,11.67,5.54,0.3,70.01
1,9.01,1,26.5,0,0.5,6.57,5.54,0.3,39.41
1,17.9,1,52,0,0.5,7,5.54,0.3,65.34
2,20.07,1,52,0,0.5,11.67,5.54,0.3,70.01
1,17.03,1,52,0,0.5,10,5.54,0.3,68.34
2,9.56,1,28,0,0.5,3.66,5.54,0.3,38
1,22.81,1,52,0,0.5,11.67,5.54,0.3,70.01
1,17.7,1,52,0,0.5,1,5.54,0.3,59.34
1,27.77,1,52,0,0.5,11.67,5.54,0.3,70.01
1,17.26,1,52,0,0.5,5,5.54,0.3,63.34
2,18.09,1,52,0,0.5,11.67,5.54,0.3,70.01
2,10.5,1,30.5,0,0.5,7.35,5.54,0.3,44.19
1,10.2,1,30,1,0.5,9.3,5.54,0.3,46.64
2,17.7,1,52,0,0.5,1.7,5.54,0.3,60.04
1,18.67,1,52,0,0.5,11.67,5.54,0.3,70.01
1,7.05,1,21,0,0.5,3,5.54,0.3,30.34
1,9.45,1,30,0,0.5,7,5.54,0.3,43.34
2,10.4,1,29.5,1,0.5,7.35,5.54,0.3,44.19
1,15.8,1,52,0,0.5,11.65,5.54,0.3,69.99
1,19.04,1,52,0,0.5,11.67,5.54,0.3,70.01
1,7.59,1,22,0,0.5,7.08,5.54,0.3,35.42
1,7.21,1,22,0,0.5,3.5,5.54,0.3,31.84
2,20.71,1,52,0,0.5,11.66,5.54,0.3,70
2,18.2,1,52,0,0.5,10,5.54,0.3,68.34
1,9.33,1,27.5,0,0.5,6.77,5.54,0.3,40.61
1,17.1,1,52,0,0.5,12,11.08,0.3,75.88
1,12.22,1,34.5,0,0.5,8.17,5.54,0.3,49.01
2,17.5,1,52,0,0.5,11.66,5.54,0.3,70
1,10.8,1,32,0,0.5,7.65,5.54,0.3,45.99
1,17.6,1,52,0,0.5,11.65,5.54,0.3,69.99
1,19.61,1,52,0,0.5,11.67,5.54,0.3,70.01
2,9.78,1,28,0,0.5,8.58,5.54,0.3,42.92
1,20.1,1,52,0,0.5,11.65,5.54,0.3,69.99
1,10.6,1,31.5,0,0.5,8,5.54,0.3,45.84
1,8.31,1,24.5,0,0.5,7.71,5.54,0.3,38.55
1,0.38,1,52,0,0.5,11.67,5.54,0.3,70.01
1,11.1,1,33,0,0.5,7.85,5.54,0.3,47.19
1,8.7,1,25.5,0,0.5,6.35,5.54,0.3,38.19
1,13.29,1,70,0,0.5,16.26,10.5,0.3,97.56
1,18.25,1,52,0,0.5,11.67,5.54,0.3,70.01
1,18.31,1,52,0,0.5,17.5,5.54,0.3,75.84
1,22.3,1,52,0,0.5,14.55,5.54,0.3,72.89
1,17.8,1,52,0,0.5,10,5.54,0.3,68.34
1,5.7,1,18.5,0.5,0.5,6.3,5.54,0.3,31.64
2,21.8,1,52,0,0.5,9,5.54,0.3,67.34
1,9.4,1,26.5,0.5,0.5,6.65,5.54,0.3,39.99
1,17,1,52,0,0.5,9.5,5.54,0.3,67.84
2,11.04,1,31.5,0.5,0.5,7.67,5.54,0.3,46.01
3,16.45,1,52,0,0.5,11.67,5.54,0.3,70.01
2,5,1,18,0.5,0.5,4.96,5.54,0.3,29.8
1,19.93,1,53,0.5,0.5,5,5.54,0.3,64.84
1,18.33,1,52,0,0.5,11.67,5.54,0.3,70.01
1,9.4,1,29,0.5,0.5,7.15,5.54,0.3,42.99
2,10.26,1,28.5,0.5,0.5,7.07,5.54,0.3,42.41
1,18.72,1,52,0,0.5,8,5.54,0.3,66.34
3,17.96,1,52,0,0.5,17.5,5.54,0.3,75.84
1,12.87,1,85,0,0.5,20.37,16.04,0.3,122.21
2,10.1,1,29,0.5,0.5,7.15,5.54,0.3,42.99
2,8.5,1,24,0.5,0.5,7.71,5.54,0.3,38.55
1,8.6,1,25,0.5,0.5,7.95,5.54,0.3,39.79
2,19,1,52,0,0.5,12,5.54,0.3,70.34
1,8.02,1,23,0.5,0.5,5.97,5.54,0.3,35.81
1,9.85,1,29,0.5,0.5,7.17,5.54,0.3,43.01
1,18.11,1,52,0,0.5,11.67,5.54,0.3,70.01
1,20.8,1,52,0,0.5,11.65,5.54,0.3,69.99
1,10.2,1,30,0.5,0.5,7.35,5.54,0.3,44.19
1,9.98,1,28.5,0.5,0.5,7.07,5.54,0.3,42.41
1,9.93,1,29.5,0.5,0.5,7.27,5.54,0.3,43.61
1,18.42,1,52,0,0.5,8,5.54,0.3,66.34
1,12.4,1,52,0,0.5,11.67,5.54,0.3,70.01
1,19.9,1,52,0,0.5,11.65,5.54,0.3,69.99
2,12.34,1,34,0.5,0.5,4,5.54,0.3,44.84
1,9.19,1,26.5,0.5,0.5,6.67,5.54,0.3,40.01
1,8.3,1,23.5,0.5,0.5,5,5.54,0.3,35.34
2,15.5,1,48.5,0.5,0.5,13.8,5.54,0.3,69.14
3,20.8,1,52,0,0.5,8.66,5.54,0.3,67
1,19.65,1,52,0,0.5,14.58,5.54,0.3,72.92
1,17.5,1,52,0,0.5,5,5.54,0.3,63.34
1,11.76,1,34.5,0.5,0.5,8.27,5.54,0.3,49.61
1,9.1,1,27.5,0.5,0.5,5,5.54,0.3,39.34
1,12.2,1,35.5,0.5,0.5,4,5.54,0.3,46.34
1,11.89,1,35.5,0.5,0.5,8.47,5.54,0.3,50.81
2,20.9,1,59,0.5,0.5,13.15,5.54,0.3,78.99
1,11.64,1,35,0.5,0.5,8.37,5.54,0.3,50.21
1,21.57,1,52,0,0.5,10.5,5.54,0.3,68.84
1,12.4,1,36.5,0.5,0.5,8.65,5.54,0.3,51.99
2,18.1,1,52,0,0.5,8.75,5.54,0.3,67.09
1,10.94,1,33,0.5,0.5,7.97,5.54,0.3,47.81
1,17,1,52,0,0.5,11.65,5.54,0.3,69.99
2,11.2,1,33.5,0.5,0.5,8.05,5.54,0.3,48.39
1,11.4,1,32,0.5,0.5,7.75,5.54,0.3,46.59
1,15.45,1,41.5,0.5,0.5,12.08,5.54,0.3,60.42
1,9.2,1,27.5,0.5,0.5,4,5.54,0.3,38.34
1,8.91,1,27,0.5,0.5,8.46,5.54,0.3,42.3
1,21.7,1,52,0,0.5,14.55,5.54,0.3,72.89
1,11.2,1,33,0.5,0.5,9.95,5.54,0.3,49.79
1,6.3,1,19.5,0.5,0.5,5.25,5.54,0.3,31.59
2,13.98,1,52,0,0.5,11.67,5.54,0.3,70.01
1,13.4,1,42.5,0.5,0.5,9.85,5.54,0.3,59.19
3,9.04,1,26,0.5,0.5,4,5.54,0.3,36.84
3,9.25,1,26.5,0.5,0.5,8.34,5.54,0.3,41.68
1,9.38,1,27.5,0.5,0.5,6.87,5.54,0.3,41.21
1,18.9,1,52,0,0.5,8.5,5.54,0.3,66.84
1,8.9,1,25.5,0.5,0.5,6.47,5.54,0.3,38.81
1,11.64,1,34,0.5,0.5,8.17,5.54,0.3,49.01
1,11.8,1,34,0.5,0.5,8.17,5.54,0.3,49.01
1,10.5,1,29.5,0.5,0.5,7.25,5.54,0.3,43.59
1,16.6,1,46,0.5,0.5,10.55,5.54,0.3,63.39
1,11.39,1,33,0.5,0.5,7.97,5.54,0.3,47.81
1,18.44,1,52,0,0.5,11.67,5.54,0.3,70.01
1,20.22,1,52,0,0.5,10,5.54,0.3,68.34
2,15.82,1,52,0,0.5,11.67,5.54,0.3,70.01
1,19.42,1,54.5,0.5,0.5,17.58,16.62,0.3,90
2,8.4,1,52,0,0.5,7,5.54,0.3,65.34
2,10.54,1,31.5,0.5,0.5,7.67,5.54,0.3,46.01
2,17.61,1,52,0,0.5,5.08,5.54,0.3,63.42
1,20.2,1,52,0,0.5,11.65,5.54,0.3,69.99
1,8.01,1,27,0.5,0.5,8.46,5.54,0.3,42.3
1,18.19,1,52,0,0.5,3,5.54,0.3,61.34
2,17.1,1,52,0,0.5,11.65,5.54,0.3,69.99
1,19.8,1,52,0,0.5,11.65,5.54,0.3,69.99
1,11.99,1,33.5,0.5,0.5,8.07,5.54,0.3,48.41
2,23.02,1,52,0,0.5,5.83,5.54,0.3,64.17
1,9.57,1,27,0.5,0.5,6.77,5.54,0.3,40.61
1,19.18,1,52,0,0.5,7.66,5.54,0.3,66
1,17.5,1,52,0,0.5,5,5.54,0.3,63.34
1,8.18,1,50,0,0.5,12.26,10.5,0.3,73.56
1,8.4,1,32,0.5,0.5,7.75,5.54,0.3,46.59
1,17.38,1,52,0,0.5,11.67,5.54,0.3,70.01
2,6.58,1,21.5,0.5,0.5,5.67,5.54,0.3,34.01
1,17.98,1,52,0,0.5,8,5.54,0.3,66.34
1,19.62,1,52,0,0.5,8,5.54,0.3,66.34
1,10.5,1,32,0.5,0.5,9.7,5.54,0.3,48.54
1,6.97,1,21.5,0.5,0.5,7.08,5.54,0.3,35.42
1,11.02,1,32,0.5,0.5,7.77,5.54,0.3,46.61
1,8,1,24.5,0.5,0.5,7.8,5.54,0.3,39.14
1,17.56,1,52,0,0.5,14.58,5.54,0.3,72.92
3,19.38,1,52,0,0.5,5,5.54,0.3,63.34
1,19.6,1,52,0,0.5,5,5.54,0.3,63.34
2,10.2,1,29,0.5,0.5,8.95,5.54,0.3,44.79
2,9.8,1,32.5,0.5,0.5,11.8,5.54,0.3,51.14
1,3.2,1,11,0.5,0.5,45,10.5,0.3,67.8
1,10.08,1,30.5,0.5,0.5,8,5.54,0.3,45.34
1,1.37,1,52,0,0.5,11.67,5.54,0.3,70.01
3,18.18,1,52,0,0.5,11.67,5.54,0.3,70.01
1,8.05,1,24,0.5,0.5,7.71,5.54,0.3,38.55
2,8.1,1,27,0.5,0.5,6.75,5.54,0.3,40.59
1,0.8,1,52,0,0.5,11.65,5.54,0.3,69.99
1,19.6,1,53,0.5,0.5,5,5.54,0.3,64.84
1,17.3,1,52,0,0.5,11.65,5.54,0.3,69.99
1,17.32,1,52,0,0.5,11.67,5.54,0.3,70.01
2,4.4,1,15,0.5,0.5,4.37,5.54,0.3,26.21
1,9.2,1,28,0.5,0.5,8.7,5.54,0.3,43.54
1,9.1,1,26.5,0.5,0.5,6.66,5.54,0.3,40
1,12.4,1,37.5,0.5,0.5,8.85,5.54,0.3,53.19
1,10.69,1,30,0.5,0.5,9.21,5.54,0.3,46.05
1,21.2,1,52,0,0.5,15,5.54,0.3,73.34
1,18.48,1,52,0,0.5,6,5.54,0.3,64.34
1,13.1,1,38,0.5,0.5,8.95,5.54,0.3,53.79
2,17.37,1,52,0,0.5,11.67,5.54,0.3,70.01
1,18.79,1,52,0,0.5,10,5.54,0.3,68.34
1,8.56,1,24.5,0.5,0.5,6.27,5.54,0.3,37.61
1,16.5,1,44.5,0.5,0.5,2,5.54,0.3,53.34
1,11.8,1,34,0.5,0.5,8.15,5.54,0.3,48.99
1,8.5,1,26,0.5,0.5,8.21,5.54,0.3,41.05
2,18.7,1,52,0,0.5,11.67,5.54,0.3,70.01
1,9.97,1,30.5,0.5,0.5,7.47,5.54,0.3,44.81
1,17.32,1,52,0,0.5,5.66,5.54,0.3,64
1,17.2,1,52,0,0.5,5,5.54,0.3,63.34
1,8.38,1,25.5,0.5,0.5,5,5.54,0.3,37.34
1,20.4,1,52,0,0.5,11.65,5.54,0.3,69.99
1,18.72,1,52,0,0.5,11.67,5.54,0.3,70.01
1,18.18,1,52,0,0.5,11.67,5.54,0.3,70.01
2,3.28,1,13.5,0.5,0.5,5.08,5.54,0.3,25.42
1,9.2,1,29,0.5,0.5,4,5.54,0.3,39.84
1,4.65,1,35,0,0.5,9.26,10.5,0.3,55.56
2,19.95,1,52,0,0.5,14.58,5.54,0.3,72.92
1,8.19,1,23.5,0.5,0.5,7.58,5.54,0.3,37.92
2,12.5,1,39.5,0.5,0.5,9.25,5.54,0.3,55.59
1,10.8,1,30.5,0.5,0.5,7.45,5.54,0.3,44.79
1,9.16,1,27.5,0.5,0.5,6,5.54,0.3,40.34
1,17.83,1,52,0,0.5,11.67,5.54,0.3,70.01
1,1.8,1,52,0,0.5,8.5,5.54,0.3,66.84
1,21.89,1,52,0,0.5,11.67,5.54,0.3,70.01
1,10.1,1,30.5,0.5,0.5,7.45,5.54,0.3,44.79
2,20.8,1,52,0,0.5,11.67,5.54,0.3,70.01
1,10.91,1,31,0.5,0.5,11.35,5.54,0.3,49.19
1,7.7,1,22.5,0.5,0.5,5.85,5.54,0.3,35.19
1,17.14,1,52,0,0.5,11.67,5.54,0.3,70.01
1,19.4,1,52,0,0.5,11.65,5.54,0.3,69.99
1,19.7,1,52,0,0.5,14.55,5.54,0.3,72.89
1,18.12,1,52,0,0.5,11.67,5.54,0.3,70.01
1,13.5,1,39.5,0.5,0.5,13.9,5.54,0.3,60.24
1,8.36,1,24,0.5,0.5,6.17,5.54,0.3,37.01
2,10.9,1,32,0.5,0.5,7.75,5.54,0.3,46.59
2,12.51,1,35,0.5,0.5,12.55,5.54,0.3,54.39
1,17.56,1,52,0,0.5,11.67,5.54,0.3,70.01
1,8.7,1,25,0.5,0.5,6.35,5.54,0.3,38.19
1,11.13,1,32,0.5,0.5,9.71,5.54,0.3,48.55
1,16.88,1,52,0,0.5,9,5.54,0.3,67.34
1,19.27,1,52,0,0.5,14.58,5.54,0.3,72.92
2,10.43,1,30,0.5,0.5,4,5.54,0.3,40.84
1,19.5,1,52,0,0.5,11.65,5.54,0.3,69.99
1,18.62,1,52,0,0.5,14.58,5.54,0.3,72.92
1,9.6,1,29,0.5,0.5,7.15,5.54,0.3,42.99
