"passenger_count","trip_distance","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount"
1,17.33,1,52,0,0.5,11.67,5.54,0.3,70.01
1,4.49,1,15,1,0.5,4.47,5.54,0.3,26.81
1,4.72,1,15,0.5,0.5,4.37,5.54,0.3,26.21
1,8.1,1,27,0.5,0.5,8.45,5.54,0.3,42.29
1,8.67,1,26,0.5,0.5,6.57,5.54,0.3,39.41
1,9.27,1,29.5,0.5,0.5,7.27,5.54,0.3,43.61
1,9.6,1,29,1,0.5,7.25,5.54,0.3,43.59
1,12.91,1,38.5,1,0.5,9.17,5.54,0.3,55.01
1,4.5,1,17,1,0.5,4.85,5.54,0.3,29.19
1,22.37,1,52,0,0.5,14.58,5.54,0.3,72.92
1,11.36,1,32.5,1,0.5,7.97,5.54,0.3,47.81
1,3.3,1,14,1,0.5,4,5.54,0.3,25.34
1,6.3,1,21.5,1,0.5,5.75,5.54,0.3,34.59
2,9.14,1,27.5,1,0.5,6.97,5.54,0.3,41.81
1,10.8,1,30.5,1,0.5,7.56,5.54,0.3,45.4
1,3.8,1,14,1,0.5,5.3,5.54,0.3,26.64
1,8.46,1,24.5,1,0.5,6.37,5.54,0.3,38.21
1,25.92,1,68,0.5,0.5,14,11.08,0.3,94.38
1,16.8,1,52,0,0.5,10,5.54,0.3,68.34
1,17.6,1,52,0,0.5,11.67,5.54,0.3,70.01
2,6.4,1,20.5,0.5,0.5,3,5.54,0.3,30.34
2,4.12,1,50,0,0.5,10,12.5,0.3,73.3
1,10.78,1,30.5,0,0.5,7.37,5.54,0.3,44.21
1,7.3,1,23,0,0.5,5.85,5.54,0.3,35.19
1,9.52,1,29,0,0.5,7.07,5.54,0.3,42.41
1,19.3,1,52,0,0.5,5,5.54,0.3,63.34
1,19.67,1,52,0,0.5,14.58,5.54,0.3,72.92
1,11.13,1,32,0,0.5,7.67,5.54,0.3,46.01
1,18.62,1,52,0,0.5,11.67,5.54,0.3,70.01
1,9.45,1,27.5,0.5,0.5,1,5.54,0.3,35.34
2,18,1,52,0,0.5,11.65,5.54,0.3,69.99
1,20.3,1,52,0,0.5,10,5.54,0.3,68.34
1,10.24,1,28.5,0.5,0.5,7.07,5.54,0.3,42.41
1,10,1,29.5,0.5,0.5,3,5.54,0.3,39.34
2,8.9,1,26.5,0,0.5,6.55,5.54,0.3,39.39
1,10.1,1,31,0,0.5,5,5.54,0.3,42.34
1,11.46,1,32.5,0,0.5,7.77,5.54,0.3,46.61
1,9.44,1,28,0.5,0.5,6.97,5.54,0.3,41.81
2,11.93,1,39,0.5,0.5,9.17,5.54,0.3,55.01
1,12.2,1,37.5,0.5,0.5,8,5.54,0.3,52.34
1,9.8,1,36.5,1,0.5,6,5.54,0.3,49.84
1,9.1,1,28,0,0.5,4.5,5.54,0.3,38.84
1,19.57,1,52,0,0.5,8,5.54,0.3,66.34
1,13.7,1,38,0,0.5,8.85,5.54,0.3,53.19
2,11.2,1,32.5,0,0.5,9.7,5.54,0.3,48.54
1,17.3,1,52,0,0.5,11.65,5.54,0.3,69.99
1,12.4,1,36,0,0.5,8.45,5.54,0.3,50.79
2,10.5,1,32,0,0.5,7.66,5.54,0.3,46
1,17.3,1,52,0,0.5,10,5.54,0.3,68.34
1,8.6,1,27,0,0.5,6.65,5.54,0.3,39.99
1,6.54,1,21.5,0.5,0.5,2.83,5.54,0.3,31.17
1,6.72,1,21.5,0.5,0.5,5.67,5.54,0.3,34.01
1,20.9,1,52,0,0.5,11.65,5.54,0.3,69.99
3,13.2,1,39.5,0,0.5,11.46,5.54,0.3,57.3
1,12.7,1,37,0.5,0.5,8.76,5.54,0.3,52.6
1,16.61,1,125,0,0.5,14,10.5,0.3,150.3
1,9,1,26.5,0.5,0.5,8.3,5.54,0.3,41.64
1,11.42,1,32,0,0.5,7.67,5.54,0.3,46.01
2,17.4,1,52,0,0.5,11.67,5.54,0.3,70.01
1,19.25,1,52,0,0.5,11.67,5.54,0.3,70.01
1,6.6,1,19.5,0.5,0.5,5.25,5.54,0.3,31.59
1,18,1,52,0,0.5,11.65,5.54,0.3,69.99
1,12.3,1,34.5,0,0.5,8.15,5.54,0.3,48.99
1,10.41,1,30,0,0.5,7,5.54,0.3,43.34
1,9.5,1,28.5,0.5,0.5,8.8,5.54,0.3,44.14
2,9.02,1,26,0.5,0.5,8.21,5.54,0.3,41.05
1,22.14,1,52,0,0.5,11.67,5.54,0.3,70.01
2,10.8,1,31.5,0,0.5,6,5.54,0.3,43.84
2,14.1,1,45,0,0.5,10.25,5.54,0.3,61.59
2,18.39,1,52,0,0.5,11.67,5.54,0.3,70.01
2,11,1,33,0,0.5,9.83,5.54,0.3,49.17
1,20.72,1,52,0,0.5,11.67,5.54,0.3,70.01
1,17.79,1,52,0,0.5,14.58,5.54,0.3,72.92
2,3.5,1,13,0.5,0.5,3.97,5.54,0.3,23.81
1,11.3,1,33.5,0.5,0.5,8.05,5.54,0.3,48.39
2,19.2,1,52,0,0.5,8,5.54,0.3,66.34
1,8.7,1,25.5,0.5,0.5,6.45,5.54,0.3,38.79
1,12.45,1,35.5,0.5,0.5,7.87,2.54,0.3,47.21
1,10.97,1,30.5,0.5,0.5,7.47,5.54,0.3,44.81
3,15.52,1,43,0,0.5,1,5.54,0.3,50.34
1,3.2,1,11.5,0,0.5,2,5.54,0.3,19.84
1,18.66,1,52,0,0.5,11.67,5.54,0.3,70.01
1,19.41,1,52,0,0.5,11.67,5.54,0.3,70.01
1,18.2,1,52,0,0.5,11.65,5.54,0.3,69.99
1,15.43,1,45,0,0.5,10.27,5.54,0.3,61.61
1,6.91,1,24.5,0,0.5,9.25,5.54,0.3,40.09
1,13.62,1,38,0.5,0.5,5,5.54,0.3,49.84
2,4.9,1,17,0.5,0.5,7.15,5.54,0.3,30.99
1,17.17,1,52,0,0.5,11.67,5.54,0.3,70.01
1,9.2,1,27.5,1,0.5,6.95,5.54,0.3,41.79
1,22.19,1,52,0,0.5,12,5.54,0.3,70.34
1,8.9,1,26.5,1,0.5,8.46,5.54,0.3,42.3
1,4.57,1,16.5,1,0.5,1.16,5.54,0.3,25
2,17.76,1,52,0,0.5,10,5.54,0.3,68.34
1,9.5,1,29,0.5,0.5,6,5.54,0.3,41.84
1,7.74,1,26,0.5,0.5,3,5.54,0.3,35.84
1,10,1,31.5,1,0.5,7.76,5.54,0.3,46.6
1,10,1,30.5,1,0.5,6,5.54,0.3,43.84
2,9.32,1,28,1,0.5,7.07,5.54,0.3,42.41
2,7.99,1,25,1,0.5,9.7,5.54,0.3,42.04
3,8.1,1,23.5,1,0.5,6.15,5.54,0.3,36.99
1,9.57,1,30,1,0.5,5,5.54,0.3,42.34
1,10.58,1,30,1,0.5,5,5.54,0.3,42.34
1,8,1,24,1,0.5,7.8,5.54,0.3,39.14
1,10.1,1,29,1,0.5,5,5.54,0.3,41.34
2,11.49,1,33.5,0.5,0.5,7.47,2.54,0.3,44.81
2,9.3,1,27,0.5,0.5,5,5.54,0.3,38.84
1,8.94,1,25.5,0.5,0.5,6.47,5.54,0.3,38.81
1,10.9,1,31.5,1,0.5,7.75,5.54,0.3,46.59
1,11.26,1,33,1,0.5,8.07,5.54,0.3,48.41
1,5.1,1,16.5,1,0.5,7.15,5.54,0.3,30.99
1,19.8,1,52,0,0.5,2,5.54,0.3,60.34
2,15.8,1,52,0,0.5,11.65,5.54,0.3,69.99
1,15.02,1,40.5,1,0.5,9.57,5.54,0.3,57.41
1,8.5,1,25,1,0.5,6.45,5.54,0.3,38.79
1,7.95,1,23.5,1,0.5,6.17,5.54,0.3,37.01
1,8.3,1,25,1,0.5,5,5.54,0.3,37.34
1,12.9,1,38.5,1,0.5,9.15,5.54,0.3,54.99
1,11.7,1,33.5,1,0.5,8.15,5.54,0.3,48.99
1,18,1,52,0,0.5,11.67,5.54,0.3,70.01
1,18.8,1,52,0,0.5,14.55,5.54,0.3,72.89
1,18.43,1,52,0,0.5,11.67,5.54,0.3,70.01
1,17.5,1,52,0,0.5,6,5.54,0.3,64.34
1,18.3,1,52,0,0.5,11.65,5.54,0.3,69.99
1,20.2,1,52,0,0.5,11,5.54,0.3,69.34
1,9.2,1,28,0.5,0.5,6.95,5.54,0.3,41.79
1,2.82,1,10,1,0.5,3.47,5.54,0.3,20.81
1,18.55,1,51,1,0.5,11.67,5.54,0.3,70.01
2,25.4,1,67.5,1,0.5,14.95,5.54,0.3,89.79
1,10.3,1,30.5,1,0.5,7.55,5.54,0.3,45.39
1,8.74,1,27,1,0.5,8.58,5.54,0.3,42.92
1,21.5,1,52,0,0.5,11.67,5.54,0.3,70.01
1,10.1,1,31.5,1,0.5,7.75,5.54,0.3,46.59
1,9.1,1,25.5,0,0.5,5,5.54,0.3,36.84
1,14.84,1,42.5,0.5,0.5,9.87,5.54,0.3,59.21
1,17.3,1,52,0,0.5,10,5.54,0.3,68.34
1,18.57,1,52,0,0.5,11.67,5.54,0.3,70.01
2,13.1,1,44.5,0,0.5,10.16,5.54,0.3,61
1,16.12,1,52,0,0.5,11.67,5.54,0.3,70.01
1,11.1,1,34.5,0,0.5,8.15,5.54,0.3,48.99
1,10.2,1,31.5,0,0.5,5,5.54,0.3,42.84
1,17.28,1,52,0,0.5,5.5,5.54,0.3,63.84
2,22.7,1,60.5,0.5,0.5,10,11.08,0.3,82.88
1,17.75,1,52,0,0.5,14.58,5.54,0.3,72.92
2,19.4,1,52,0,0.5,11.65,5.54,0.3,69.99
1,8.69,1,27,0.5,0.5,6.77,5.54,0.3,40.61
1,9.3,1,27.5,0.5,0.5,4.5,5.54,0.3,38.84
1,20.5,1,52,0,0.5,11.65,5.54,0.3,69.99
1,18.07,1,52,0,0.5,11.67,5.54,0.3,70.01
1,11.4,1,31.5,0.5,0.5,7.65,5.54,0.3,45.99
1,17.9,1,52,0,0.5,11.65,5.54,0.3,69.99
1,12.12,1,34,0,0.5,8.07,5.54,0.3,48.41
1,13.67,1,42,0,0.5,9.67,5.54,0.3,58.01
1,17.93,1,52,0,0.5,5,5.54,0.3,63.34
1,21.4,1,52,0,0.5,10,5.54,0.3,68.34
1,13.4,1,36,0.5,0.5,7,5.54,0.3,49.84
1,11.22,1,38.5,0,0.5,5,5.54,0.3,49.84
1,19.97,1,52,0,0.5,6,5.54,0.3,64.34
1,17.12,1,52,0,0.5,17.5,5.54,0.3,75.84
1,10.69,1,32,1,0.5,7.87,5.54,0.3,47.21
3,16.05,1,52,0,0.5,11.67,5.54,0.3,70.01
1,9.24,1,26,0.5,0.5,6.57,5.54,0.3,39.41
2,17.2,1,52,0,0.5,5,5.54,0.3,63.34
1,18.8,1,52,0,0.5,5,5.54,0.3,63.34
1,10.43,1,32.5,0,0.5,7.77,5.54,0.3,46.61
1,10.42,1,32,0,0.5,7.67,5.54,0.3,46.01
1,9.2,1,30,0,0.5,7.25,5.54,0.3,43.59
1,20.4,1,54,0.5,0.5,5,5.54,0.3,65.84
1,10.8,1,52,0,0.5,12.15,8,0.3,72.95
2,19.4,1,52,0,0.5,11.65,5.54,0.3,69.99
1,12.11,1,38,0,0.5,8.87,5.54,0.3,53.21
1,22.9,1,62.5,0,0.5,10,5.54,0.3,78.84
2,17.1,1,52,0,0.5,11.65,5.54,0.3,69.99
1,8.6,1,24.5,0.5,0.5,6.27,5.54,0.3,37.61
1,11.2,1,34,0,0.5,2,5.54,0.3,42.34
1,10.5,1,34.5,0,0.5,8.17,5.54,0.3,49.01
1,9.9,1,31.5,0,0.5,7.57,5.54,0.3,45.41
1,12.31,1,37,0,0.5,10.84,5.54,0.3,54.18
1,11.99,1,39,0,0.5,5.5,5.54,0.3,50.84
2,15.37,1,52,0,0.5,11.67,5.54,0.3,70.01
1,11.54,1,33,0,0.5,7.87,5.54,0.3,47.21
1,16.55,1,52,0,0.5,14.58,5.54,0.3,72.92
2,16.74,1,52,0,0.5,17.5,5.54,0.3,75.84
1,22.24,1,52,0,0.5,11.67,5.54,0.3,70.01
1,7.27,1,23.5,1,0.5,6.17,5.54,0.3,37.01
1,22,1,52,0,0.5,11.65,5.54,0.3,69.99
2,9.6,1,29.5,0.5,0.5,1,5.54,0.3,37.34
1,6.69,1,22,1,0.5,5.87,5.54,0.3,35.21
1,9.65,1,29,1,0.5,9.08,5.54,0.3,45.42
1,9,1,26.5,1,0.5,3,5.54,0.3,36.84
1,16.92,1,52,0,0.5,11.67,5.54,0.3,70.01
2,18.74,1,52,0,0.5,11.67,5.54,0.3,70.01
1,11.1,1,32,0.5,0.5,11.65,5.54,0.3,50.49
1,16.6,1,46,0.5,0.5,11.65,11.08,0.3,70.03
1,12.51,1,35.5,0.5,0.5,8.47,5.54,0.3,50.81
1,19.72,1,52,0,0.5,10,5.54,0.3,68.34
1,19.1,1,52,0,0.5,6,5.54,0.3,64.34
1,4.3,1,15,0.5,0.5,5.45,5.54,0.3,27.29
1,7.53,1,23,0.5,0.5,5.97,5.54,0.3,35.81
1,3.6,1,13,0.5,0.5,2.5,5.54,0.3,22.34
1,18.5,1,52,0,0.5,5,5.54,0.3,63.34
1,9.29,1,28.5,0.5,0.5,8.84,5.54,0.3,44.18
1,6.31,1,19,0.5,0.5,5.17,5.54,0.3,31.01
1,12.3,1,34.5,0.5,0.5,5,2.54,0.3,43.34
1,10.43,1,31.5,0.5,0.5,7.67,5.54,0.3,46.01
1,17.81,1,52,0,0.5,11.67,5.54,0.3,70.01
2,18.45,1,52,0,0.5,7.5,5.54,0.3,65.84
1,6.92,1,21.5,0.5,0.5,5.67,5.54,0.3,34.01
2,6.9,1,22,0.5,0.5,3,5.54,0.3,31.84
1,10.1,1,31,0.5,0.5,7.55,5.54,0.3,45.39
1,11.86,1,33,0.5,0.5,9.96,5.54,0.3,49.8
1,8.57,1,24.5,0.5,0.5,6.27,5.54,0.3,37.61
1,11.06,1,34,0.5,0.5,12.25,5.54,0.3,53.09
2,16.3,1,52,0,0.5,2,5.54,0.3,60.34
1,9.72,1,31,0,0.5,5,5.54,0.3,42.34
3,19.09,1,52,0,0.5,11.67,5.54,0.3,70.01
1,9.7,1,28,0.5,0.5,6.95,5.54,0.3,41.79
1,11.43,1,33.5,0,0.5,9.96,5.54,0.3,49.8
2,9.8,1,28.5,0,0.5,8.7,5.54,0.3,43.54
1,11.18,1,33.5,0,0.5,6,5.54,0.3,45.84
1,19.25,1,52,0,0.5,12,5.54,0.3,70.34
1,17.1,1,52,0,0.5,11.65,5.54,0.3,69.99
1,9.28,1,29,0,0.5,7.07,5.54,0.3,42.41
1,17.62,1,52,0,0.5,11.67,5.54,0.3,70.01
1,10.18,1,29.5,0,0.5,8.96,5.54,0.3,44.8
3,10.47,1,29.5,0,0.5,8.96,5.54,0.3,44.8
1,15.2,1,43,0.5,0.5,9.95,5.54,0.3,59.79
1,19.3,1,52,0,0.5,6.4,5.8,0.3,65
1,16.42,1,52,0,0.5,11.67,5.54,0.3,70.01
1,18.6,1,52,0,0.5,11.65,5.54,0.3,69.99
1,9.4,1,28.5,0,0.5,8.7,5.54,0.3,43.54
1,9.55,1,26.5,0.5,0.5,6.67,5.54,0.3,40.01
1,10,1,27.5,0.5,0.5,6.86,5.54,0.3,41.2
2,12.9,1,37.5,0.5,0.5,11.05,5.54,0.3,55.39
1,7.73,1,22,0.5,0.5,8.65,5.54,0.3,37.49
1,8.71,1,24.5,0.5,0.5,6.27,5.54,0.3,37.61
1,8.87,1,25,0.5,0.5,6.37,5.54,0.3,38.21
1,8.5,1,25.5,0.5,0.5,4,5.54,0.3,36.34
1,8.91,1,25,0.5,0.5,7.96,5.54,0.3,39.8
1,10.15,1,29.5,0.5,0.5,5,5.54,0.3,41.34
1,20,1,52,0,0.5,10,5.54,0.3,68.34
1,8.75,1,25,0.5,0.5,4.78,5.54,0.3,36.62
1,17.6,1,52,0,0.5,17.5,5.54,0.3,75.84
2,17.16,1,52,0,0.5,11.67,5.54,0.3,70.01
1,17.08,1,52,0,0.5,14.58,5.54,0.3,72.92
1,15.6,1,52,0,0.5,4,5.54,0.3,62.34
1,8.2,1,23,0.5,0.5,5.95,5.54,0.3,35.79
1,9.2,1,25.5,0.5,0.5,6.45,5.54,0.3,38.79
1,18.8,1,52,0,0.5,11.67,5.54,0.3,70.01
1,10.2,1,30.5,0.5,0.5,10,5.54,0.3,47.34
2,17.6,1,52,0,0.5,8,5.54,0.3,66.34
1,12.99,1,38.5,0.5,0.5,11.34,5.54,0.3,56.68
1,8.5,1,25.5,0.5,0.5,2.5,5.54,0.3,34.84
3,16.85,1,52,0,0.5,11.67,5.54,0.3,70.01
1,19.81,1,52,0,0.5,11.67,5.54,0.3,70.01
1,10.54,1,32.5,0.5,0.5,7.87,5.54,0.3,47.21
1,8.6,1,24.5,0,0.5,6.15,5.54,0.3,36.99
1,11.9,1,37,0.5,0.5,8.75,5.54,0.3,52.59
2,16.84,1,52,0,0.5,11.67,5.54,0.3,70.01
1,11.1,1,31.5,0.5,0.5,7.65,5.54,0.3,45.99
1,14.3,1,38,0.5,0.5,7,5.54,0.3,51.84
1,17.2,1,52,0,0.5,14.55,5.54,0.3,72.89
1,11.8,1,33.5,0,0.5,9.95,5.54,0.3,49.79
1,21.55,1,52,0,0.5,10,5.54,0.3,68.34
1,6.7,1,19.5,0,0.5,3,5.54,0.3,28.84
1,21.4,1,52,0,0.5,11.65,5.54,0.3,69.99
2,8.2,1,52,0,0.5,11.65,5.54,0.3,69.99
1,16.6,1,52,0,0.5,11.65,5.54,0.3,69.99
1,18.53,1,52,0,0.5,6,5.54,0.3,64.34
1,8.78,1,28.5,0,0.5,6.97,5.54,0.3,41.81
1,10.3,1,32,0,0.5,7.66,5.54,0.3,46
1,16.67,1,52,0,0.5,11.67,5.54,0.3,70.01
1,9.44,1,28,0,0.5,6.87,5.54,0.3,41.21
1,19.05,1,52,0,0.5,8,5.54,0.3,66.34
1,11.4,1,34,0,0.5,10.08,5.54,0.3,50.42
2,14.47,1,85,0,0.5,19.66,12.5,0.3,117.96
1,8.18,1,24,0,0.5,6.07,5.54,0.3,36.41
1,13.27,1,38,0,0.5,8.87,5.54,0.3,53.21
1,10.5,1,32.5,0,0.5,7.75,5.54,0.3,46.59
1,17,1,52,0,0.5,14.55,5.54,0.3,72.89
1,9.53,1,32.5,0,0.5,1,5.54,0.3,39.84
1,7.64,1,22.5,0.5,0.5,7.34,5.54,0.3,36.68
1,9.5,1,26,0.5,0.5,8.2,5.54,0.3,41.04
1,19.2,1,52,0,0.5,11.65,5.54,0.3,69.99
1,1.4,1,52,0,0.5,8,5.54,0.3,66.34
2,8.18,1,25.5,0,0.5,6.37,5.54,0.3,38.21
1,17.6,1,52,0,0.5,10,5.54,0.3,68.34
1,11,1,33,0,0.5,9.8,5.54,0.3,49.14
1,19.9,1,52,0,0.5,14.55,5.54,0.3,72.89
1,14,1,52,0,0.5,4,5.54,0.3,62.34
1,11.1,1,32.5,0,0.5,7.75,5.54,0.3,46.59
1,11.77,1,36.5,0,0.5,8.57,5.54,0.3,51.41
2,12.08,1,36.5,0,0.5,10.71,5.54,0.3,53.55
2,19.8,1,52,0,0.5,14.55,5.54,0.3,72.89
1,18,1,52,0,0.5,5,5.54,0.3,63.34
1,10.9,1,31,0,0.5,7.45,5.54,0.3,44.79
1,10,1,28.5,0,0.5,6.95,5.54,0.3,41.79
2,20,1,52,0,0.5,10,5.54,0.3,68.34
1,18.3,1,52,0,0.5,7,5.54,0.3,65.34
2,28.5,1,52,0,0.5,14.58,5.54,0.3,72.92
1,18.3,1,52,0,0.5,11.65,5.54,0.3,69.99
1,10.27,1,29.5,0,0.5,7.17,5.54,0.3,43.01
1,18.7,1,52,0,0.5,10,5.54,0.3,68.34
1,16.37,1,52,0,0.5,11.67,5.54,0.3,70.01
1,8.6,1,24.5,0,0.5,6.16,5.54,0.3,37
1,21.16,1,52,0,0.5,11.67,5.54,0.3,70.01
1,9.03,1,26,0,0.5,6.47,5.54,0.3,38.81
1,14.2,1,52,0,0.5,8.75,5.54,0.3,67.09
1,15.87,1,52,0,0.5,11.67,5.54,0.3,70.01
1,18.66,1,52,0,0.5,7,5.54,0.3,65.34
1,15.7,1,52,0,0.5,11.65,5.54,0.3,69.99
1,17.2,1,52,0,0.5,11.65,5.54,0.3,69.99
2,11.7,1,37,0,0.5,10.8,5.54,0.3,54.14
1,10.3,1,32,0,0.5,9.58,5.54,0.3,47.92
2,17.9,1,52,0,0.5,17.5,5.54,0.3,75.84
1,10.8,1,31,0,0.5,7.45,5.54,0.3,44.79
2,16.49,1,52,0,0.5,11.67,5.54,0.3,70.01
1,21.42,1,52,0,0.5,14.58,5.54,0.3,72.92
1,20,1,52,0,0.5,7,5.54,0.3,65.34
1,20.86,1,52,0,0.5,11.67,5.54,0.3,70.01
1,20.6,1,52,0,0.5,6,5.54,0.3,64.34
1,4.22,1,17,0,0.5,4.67,5.54,0.3,28.01
1,18,1,52,0,0.5,11.65,5.54,0.3,69.99
1,9.1,1,27,0,0.5,10,5.54,0.3,43.34
1,7.74,1,22.5,0,0.5,3,5.54,0.3,31.84
1,15.5,1,41.5,0,0.5,9.55,5.54,0.3,57.39
1,16.42,1,52,0,0.5,11.67,5.54,0.3,70.01
1,9.94,1,30.5,0,0.5,7.37,5.54,0.3,44.21
1,26.1,1,52,0,0.5,11.65,5.54,0.3,69.99
1,18.3,1,52,0,0.5,11.65,5.54,0.3,69.99
2,9,1,27.5,0,0.5,6.75,5.54,0.3,40.59
2,16.61,1,52,0,0.5,14.58,5.54,0.3,72.92
1,13.8,1,42,0.5,0.5,9.75,5.54,0.3,58.59
2,17.6,1,52,0,0.5,8,5.54,0.3,66.34
1,4.8,1,16.5,0.5,0.5,5.8,5.54,0.3,29.14
1,17.27,1,52,0,0.5,11.67,5.54,0.3,70.01
1,16.85,1,52,0,0.5,9,5.54,0.3,67.34
1,11.3,1,32,0.5,0.5,9.7,5.54,0.3,48.54
1,12,1,34,0.5,0.5,7.57,2.54,0.3,45.41
2,12.37,1,35,0.5,0.5,8.37,5.54,0.3,50.21
1,8.7,1,24.5,0.5,0.5,7.8,5.54,0.3,39.14
1,9.36,1,27,0.5,0.5,9.84,11.08,0.3,49.22
1,11.4,1,34,0,0.5,6,5.54,0.3,46.34
1,10.7,1,30.5,0,0.5,7.35,5.54,0.3,44.19
1,5.3,1,16,0,0.5,5.58,5.54,0.3,27.92
1,20,1,52,0,0.5,8,5.54,0.3,66.34
1,9.24,1,25.5,0,0.5,6.37,5.54,0.3,38.21
2,10.3,1,30,0.5,0.5,6.75,2.54,0.3,40.59
2,10.1,1,30.5,0,0.5,7,5.54,0.3,43.84
1,17.7,1,52,0,0.5,11.65,5.54,0.3,69.99
1,9.8,1,28,0,0.5,6.85,5.54,0.3,41.19
1,3.9,1,16,0,0.5,5.55,5.54,0.3,27.89
1,11.57,1,32.5,0.5,0.5,7.87,5.54,0.3,47.21
1,17.84,1,52,0,0.5,8,5.54,0.3,66.34
1,10.7,1,33.5,0.5,0.5,8.07,5.54,0.3,48.41
1,9.3,1,27,0.5,0.5,6.75,5.54,0.3,40.59
1,17.45,1,52,0,0.5,11.67,5.54,0.3,70.01
1,15.52,1,42.5,0,0.5,14.65,5.54,0.3,63.49
1,19.09,1,52,0,0.5,11.67,5.54,0.3,70.01
1,8.2,1,26,0,0.5,6.45,5.54,0.3,38.79
1,7.75,1,94,0,0.5,28.21,18.04,0.3,141.05
1,13,1,37.5,0.5,0.5,11.7,8.08,0.3,58.58
1,8.8,1,26,0.5,0.5,6.56,5.54,0.3,39.4
1,18.6,1,52,0,0.5,10,5.54,0.3,68.34
2,6.89,1,24,0.5,0.5,7.71,5.54,0.3,38.55
1,17.88,1,52,0,0.5,11.67,5.54,0.3,70.01
1,3.2,1,11.5,0.5,0.5,3.65,5.54,0.3,21.99
1,13.27,1,37,0.5,0.5,8.77,5.54,0.3,52.61
1,17.35,1,52,0,0.5,14.58,5.54,0.3,72.92
1,18.18,1,52,0,0.5,11.67,5.54,0.3,70.01
2,20.1,1,52,0,0.5,11.65,5.54,0.3,69.99
1,18.03,1,52,0,0.5,14.58,5.54,0.3,72.92
1,9,1,26.5,0,0.5,6.57,5.54,0.3,39.41
1,21.27,1,52,0,0.5,11.67,5.54,0.3,70.01
1,10.2,1,31.5,0.5,0.5,9.55,5.54,0.3,47.89
1,8.6,1,25.5,0.5,0.5,6.45,5.54,0.3,38.79
1,9.05,1,25.5,0.5,0.5,6,5.54,0.3,38.34
2,9.76,1,28.5,0.5,0.5,7.07,5.54,0.3,42.41
1,17.21,1,52,0,0.5,11.67,5.54,0.3,70.01
1,12.2,1,36,0,0.5,6,5.54,0.3,48.34
1,12.57,1,42,0,0.5,14.5,5.54,0.3,62.84
1,12.6,1,41.5,0,0.5,8,5.54,0.3,55.84
1,7.57,1,22.5,0.5,0.5,5.87,5.54,0.3,35.21
1,18.89,1,52,0,0.5,11.67,5.54,0.3,70.01
1,11.7,1,37,0.5,0.5,8.76,5.54,0.3,52.6
1,10.5,1,31.5,0.5,0.5,11.5,5.54,0.3,49.84
1,9.06,1,27,0,0.5,10,5.54,0.3,43.34
1,9.48,1,28.5,0.5,0.5,2.5,5.54,0.3,37.84
1,9.2,1,30,0,0.5,7.25,5.54,0.3,43.59
1,18.8,1,53,0,0.5,11.85,5.54,0.3,71.19
1,10.65,1,30,0,0.5,7.27,5.54,0.3,43.61
2,9.3,1,30.5,0,0.5,6,5.54,0.3,42.84
2,12.7,1,41,0,0.5,9.47,5.54,0.3,56.81
1,16.88,1,48,0,0.5,10.87,5.54,0.3,65.21
2,16.41,1,52,0,0.5,11.67,5.54,0.3,70.01
1,16.94,1,52,0,0.5,11.67,5.54,0.3,70.01
1,9.1,1,28,0,0.5,6.87,5.54,0.3,41.21
1,9.52,1,26.5,0,0.5,5,5.54,0.3,37.84
2,17,1,52,0,0.5,12,5.54,0.3,70.34
2,10.92,1,33,0,0.5,5,5.54,0.3,44.34
2,19,1,52,0,0.5,10,5.54,0.3,68.34
1,8.68,1,26.5,0,0.5,8.21,5.54,0.3,41.05
1,10.01,1,27.5,0,0.5,3,5.54,0.3,36.84
1,14.3,1,52,0,0.5,11.65,5.54,0.3,69.99
1,16.6,1,52,0,0.5,11.66,5.54,0.3,70
1,10.1,1,32,0,0.5,7.65,5.54,0.3,45.99
2,18.89,1,52,0,0.5,8,5.54,0.3,66.34
1,16,1,52,0,0.5,11.65,5.54,0.3,69.99
1,7.13,1,24,0,0.5,9.1,5.54,0.3,39.44
1,8,1,23.5,0,0.5,5.95,5.54,0.3,35.79
2,10.43,1,29.5,0,0.5,7.16,5.54,0.3,43
2,12.81,1,39.5,0,0.5,11.46,5.54,0.3,57.3
1,4.5,1,14,0,0.5,0.66,5.54,0.3,21
1,19.1,1,52,0,0.5,11.65,5.54,0.3,69.99
1,11.3,1,35.5,0,0.5,4,5.54,0.3,45.84
1,18.3,1,52,0,0.5,14.55,5.54,0.3,72.89
1,17.4,1,52,0,0.5,4,5.54,0.3,62.34
2,15.9,1,52,0,0.5,14.55,5.54,0.3,72.89
1,12.4,1,35.5,0,0.5,5,5.54,0.3,46.84
1,11.5,1,38.5,0,0.5,8.97,5.54,0.3,53.81
2,11.44,1,36.5,0,0.5,8.57,5.54,0.3,51.41
1,18.61,1,52,0,0.5,11.67,5.54,0.3,70.01
1,13,1,36,0,0.5,8.47,5.54,0.3,50.81
1,1.1,1,52,0,0.5,6,5.54,0.3,64.34
1,20.27,1,52,0,0.5,9,5.54,0.3,67.34
1,18.67,1,52,0,0.5,11.67,5.54,0.3,70.01
1,11.6,1,33.5,0,0.5,7.95,5.54,0.3,47.79
2,11.9,1,38,0,0.5,8.87,5.54,0.3,53.21
1,9.9,1,30.5,0,0.5,7.37,5.54,0.3,44.21
